P017001L;P017001LG2;P040001LG1;KP107001L;KP109001L;KP060001L;KP069001L;KP069001LG2;KP081001L;KP081001LG2;KP011001L;KP016001L;KP010001LR1;KP010001LR3;KP010001LR4;KL007001LG7R1;KL007001LG10R1;KP110001LG1;KL018001LR1;KL018001LR2;KL018001LR4;KT002001LR2G1;KL065001L;KL001001LR1;KP033001L;KP040001L;KP074001L;KP073001L;KP075001L;KP065001L;KP080001LG1;KP070001L;KP071001L;KP137001L;KH074001L;KH064001L;KH066001LH1;KH068001LM1H1;KH068001LM2H1;KH068001LM3H1;KH068001LM4H1;KH068001LM5H1;KH002001LH1;KH079001LH1;KH003001LR1H1;KH004001L;KH008001L;KH011001L;KH012001L;KH013002L;KH101001L;KH096001L;KH005002L;KH134001L;KH076002L;KH017001L;KH098001LM1;KH098001LM2;KH098001LM3;KH098001LM4;KH098001LM10;KH098001LM5;KH098001LM11;KH098001LM7;KH098001LM8;KH098001LM9;KH132001L;KE026001L;KE038001LM3;KE038001LM4;KE038001LM5;KE038001LM6;KE038001LM7;KE038001LM8;KE038001LM9;KE038001LM10;KE016001L;KS025001L;KD084001LM1;KD084001LM2;KD084001LM3;KD084001LM4;KD084001LM5;KD087001L;KD091001L;KD086001LM1;KD086001LM2;KD086001LM4;KD086001LM3;KD086001LM6;KD086001LM5;KD090001L;KD093001L;KD085001LM1;KD085001LM2;KD085001LM3;KD085001LM4;KD085001LM5;KD085001LM6;KD088001L;KD092001L;KI284001L;KI285001L;KI289001L;KI290001L;KI100001L;KI275001L;KI276001L;KI278001L;KI097001L;KI148002L;KI280001L;KI283001L;KI159001LM3;KI159001LM5;KI159001LM8;KI159001LM2;KI159001LM4;KI138002L;KI138002LG2;KI138002LG2I;KI139001L;KI139001LG2;KI040001L;KI041003L;KI063001L;KI064002L;KI160001L;KI042001L;KI044001L;KI045001L;KI247001L;KI200001L;KI291001L;KI292001LM3;KI292001LM4;KI292001LM5;KI292001LM6;KI292001LM7;KI292001LM8;KI292001LM9;KI292001LM10;KI292001LM11;KI292001LM12;KI293001L;KW009001L;KW009002L;KW011001L
IA0835;1911083500;2010;2012;2;1;AA083503;111108350003;AA083503;111108350003;1;1;1;2;2;1;1;2;3;3;3;1;1;2;0;0;0;2;0;1;-8;21/06/2011;07/05/2012;1;-8;-9;2;2;2;1;1;2;-9;8;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;4;1;1;1;1;1;1;1;2;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;30000;30000;0;-8;10;4;500;2;6;3;98;98;2;2;355;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,496728724576614;643,014084507042;,780437887735306
IA0889;1911088900;2010;2012;2;1;AA088902;111108890002;AA088902;111108890002;1;1;3;2;2;4;2;4;5;7;2;1;1;2;0;0;0;2;0;1;-8;18/08/2011;12/04/2012;1;-8;2;3;2;2;1;2;2;94;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;19000;19000;0;-8;7;2;900;1;6;2;98;98;2;1;160;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;,887947458935994
IA0911;1911091100;2010;2012;2;1;AA091103;111109110003;AA091103;111109110003;1;1;2;6;1;1;1;4;3;3;3;1;1;2;0;0;0;1;1;1;-8;21/06/2011;14/06/2012;1;-8;3;2;2;2;1;2;2;115;8;2;-8;-8;2009;2044;760;-8;-8;-8;-8;-8;3;1;1;1;2;2;2;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;1;14000;-8;-8;-8;-8;-8;47000;47000;0;-8;13;4;2500;1;15;1;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
IA0914;1911091400;2010;2012;2;1;AA091403;111109140003;IA091402;191109140002;2;2;6;1;1;5;88;4;3;3;3;1;1;2;0;0;0;1;1;1;-8;08/06/2011;19/06/2012;1;-8;2;3;2;2;2;2;1;55;4;4;-8;-8;-8;-8;-8;2009;5;600;-8;-8;2;1;2;1;2;1;1;1;1;2;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;2;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;22651,206581221;1;8;8;3;2400;1;3;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,02083500740418
IA0922;1911092200;2010;2012;2;1;AA092203;111109220003;AA092203;111109220003;1;1;3;2;2;1;1;4;4;4;1;1;1;3;0;0;1;1;1;1;-8;10/05/2011;23/04/2012;1;-8;2;3;2;2;1;2;2;120;9;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;2;1;1;1;2;2;2;1;1;1;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;2;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;20000;20000;0;-8;7;2;2000;3;18;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,404243092690852;523,291666666667;,749313313662362
IA0981;1911098100;2010;2012;2;1;AA098102;111109810002;IA098102;191109810002;2;2;3;2;2;1;1;3;4;4;1;1;1;3;0;0;1;2;0;1;-8;20/05/2011;26/09/2012;1;-8;2;3;2;2;2;2;1;90;6;2;-8;-8;2009;2034;898;-8;-8;-8;-8;-8;2;1;1;2;2;1;1;1;1;1;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;3;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;10;0;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;1;2;2;2;2;26200;26200;0;-8;9;2;2700;3;3;1;2;2;2;2;400;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,37122162093922;480,545454545455;,749313313662362
IA1013;1911101300;2010;2012;2;2;AA101304;111110130004;AA101304;111110130004;1;-8;3;2;2;1;1;4;3;3;3;1;-8;2;-8;-8;0;1;0;1;-8;11/10/2010;25/05/2012;1;-8;-8;-9;2;2;1;1;2;150;10;2;2;2004;2008;2038;650;-8;-8;-8;-8;-8;2;1;1;1;2;2;1;2;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;2;22;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;53000;53000;0;-8;14;3;2000;98;0;1;98;2;2;2;400;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;,887947458935994
IA1065;1911106500;2011;2012;2;1;AA106503;111110650003;AA106503;111110650003;1;1;2;2;2;1;1;2;3;3;3;1;1;2;0;0;0;2;0;1;-8;06/10/2011;25/06/2012;1;-8;-9;3;2;2;2;2;1;58;5;4;-9;-8;-8;-8;-8;2008;60;250;-8;-8;3;1;1;1;2;2;2;1;2;1;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;45000;45000;0;-8;13;4;1000;2;12;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;,887947458935994
IA1191;1911119100;2010;2012;2;1;AA119103;111111910003;AA119103;111111910003;1;1;5;3;4;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;26/04/2011;16/05/2012;1;-8;3;3;2;2;1;2;2;70;6;4;-8;-8;-8;-8;-8;2009;12;640;-8;-8;3;1;1;1;2;1;1;1;2;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;38000;38000;0;-8;12;4;1200;2;12;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,334468962597914;432,969230769231;,870546472898615
IA1206a;1911120610;2010;2012;1;1;AA120604;111112060004;-8;-8;-8;-8;5;5;3;1;-8;4;1;1;3;-9;1;1;0;0;0;0;0;1;-8;26/04/2011;28/02/2012;1;-8;-8;3;2;2;1;2;2;70;5;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,307861792333966;398,526315789474;,377880004931126
IA1273;1911127300;2010;2012;2;1;AA127303;111112730003;AA127303;111112730003;1;1;3;5;3;1;-8;3;1;1;3;3;1;1;0;0;0;1;0;1;-8;21/03/2011;17/04/2012;1;-8;2;3;2;2;2;2;1;110;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;1;1;1;1;1;1;2;1;2;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;2;14;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;500;2;-8;2;-8;-8;-8;-8;-8;-8;26600;26600;0;-8;9;2;2500;3;12;3;98;98;2;2;0;2;2;2;1;1;2;2;2;2;2;2;14;,210313270773312;272,25;,450396248792403
IA1290;1911129000;2010;2012;2;1;AA129003;111112900003;AA129003;111112900003;1;1;3;5;3;1;1;3;3;3;3;1;1;2;0;0;0;2;0;1;-8;27/04/2011;15/05/2012;1;-8;2;3;2;2;1;2;2;57;5;2;-8;-8;2007;2037;375;-8;-8;-8;-8;-8;2;1;1;1;2;2;1;2;2;1;2;1;5;-8;-8;-8;-8;-8;-8;-8;-8;2;5;2;1;2;2;2;3;30;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;41200;41200;0;-8;12;4;1450;3;6;1;98;2;2;2;0;2;2;2;2;2;1;1;2;2;2;2;1;,252844575252808;327,306666666667;,357332153204102
IA1295;1911129500;2010;2012;2;1;AA129503;111112950003;AA129503;111112950003;1;1;2;5;3;1;-8;2;1;1;3;1;1;1;0;0;0;1;0;2;-8;13/04/2011;15/05/2012;1;7;-8;2;2;2;1;2;2;130;9;5;-8;-8;-8;-8;-8;-8;-8;-8;2012;0;5;1;1;2;2;2;2;1;2;2;2;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;2;1;2;2;2;1;8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;22525,1648489914;1;8;8;4;400;1;12;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,307861792333966;398,526315789474;,377880004931126
IA1297;1911129700;2010;2012;2;1;AA129704;111112970004;AA129704;111112970004;1;1;5;5;3;4;-8;4;2;2;3;1;1;2;0;0;0;2;0;1;-8;11/04/2011;21/05/2012;1;-8;2;3;2;2;1;2;2;-9;8;4;-8;-8;-8;-8;-8;2009;999;245;-8;-8;5;1;1;1;2;2;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;2;1;2;2;2;3;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;33838,4020451475;1;11;11;4;2800;1;18;3;2;2;2;2;-9;1;2;2;2;2;2;2;1;2;2;2;1;,252844575252808;327,306666666667;,357332153204102
IA1340;1911134000;2010;2012;2;1;AA134003;111113400003;AA134003;111113400003;1;1;2;5;3;1;1;3;4;4;1;1;1;3;0;0;1;2;0;1;-8;31/03/2011;24/04/2012;1;-8;2;2;2;2;2;1;2;110;10;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;4;1;1;1;2;1;1;1;2;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;3;30;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;25;0;2;-8;-8;-8;2;-8;1;500;2;-8;2;-8;1;1;2;2;2;50000;50000;0;-8;14;4;1500;1;60;3;98;2;2;2;0;1;2;2;2;2;2;2;2;1;2;2;6;,173929224328218;225,150943396226;,392947747670923
IA1348;1911134800;2010;2012;2;1;AA134804;111113480004;AA134804;111113480004;1;1;2;5;3;1;1;3;4;4;1;1;1;3;0;0;1;2;0;1;-8;07/10/2011;13/04/2012;1;-8;2;3;2;2;2;2;1;74;7;2;-8;-8;2007;2035;460;-8;-8;-8;-8;-8;3;1;1;1;2;1;1;1;1;2;2;2;5;-8;-8;-8;-8;-8;-8;-8;-8;3;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;1;1000;2;-8;2;-8;2;2;2;1;2;43400;43400;0;-8;13;5;2000;1;12;1;98;2;2;2;120;1;2;2;2;2;2;2;2;1;2;2;1;,173929224328218;225,150943396226;,392947747670923
IA1351;1911135100;2010;2012;2;1;AA135104;111113510004;AA135104;111113510004;1;1;1;7;3;1;-8;1;1;1;3;1;1;1;0;0;0;1;0;2;-8;30/04/2011;21/06/2012;1;4;-8;2;2;2;1;2;2;360;8;2;2;2010;2010;2045;700;-8;-8;-8;-8;-8;2;1;1;1;1;2;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;1500;2;-8;2;-8;-8;-8;-8;-8;-8;35000;35000;0;-8;11;3;1800;3;24;1;2;2;2;2;270;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,279985094064571;362,44;,377880004931126
IA1357;1911135700;2010;2012;2;1;AA135703;111113570003;AA135703;111113570003;1;1;3;1;1;1;1;4;4;4;1;1;1;3;0;0;1;2;0;2;-8;19/04/2011;02/07/2012;1;-9;-8;-9;-9;-9;-9;-9;-9;-9;-9;4;-9;-8;-8;-8;-8;2011;60;650;-8;-8;2;1;1;1;2;1;1;1;1;1;2;5;5;-8;-8;-8;-8;-8;-8;-8;-8;3;5;2;1;2;2;2;3;20;-8;-8;-8;-8;-8;-8;-8;-8;-9;-9;-9;-9;-9;-9;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;24000;24000;0;-8;8;3;1800;3;2;2;2;2;2;2;80;1;2;2;2;2;2;2;2;2;2;1;4;1,54345606980745;1998;1,04192588497109
IA1405;1911140500;2010;2012;2;1;AA140504;111114050004;IA140502;191114050002;2;2;2;5;3;1;1;2;4;4;1;1;2;3;0;1;1;2;0;2;-8;10/05/2011;17/10/2012;1;1;-8;2;2;2;1;2;2;90;7;4;2;-8;-8;-8;-8;2011;12;-9;-8;-8;1;1;1;1;1;1;1;1;1;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;25;0;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;1;2;2;2;2;-9;26115,3803120119;2;-9;9;2;-9;3;6;2;98;98;2;2;-9;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,285898769592056;370,095238095238;,392947747670923
IA1407;1911140700;2010;2012;2;1;AA140704;111114070004;AA140704;111114070004;1;1;5;5;3;1;1;4;3;3;3;4;2;2;0;1;0;2;0;1;-8;12/05/2011;18/07/2012;1;-8;2;3;1;2;2;2;2;86;5;2;1;-8;2009;2034;336;-8;-8;-8;-8;-8;1;1;1;1;1;1;1;1;2;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;720;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;16000;16000;0;-8;6;2;1000;2;1;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,499189175744914
IA1417;1911141700;2010;2012;2;1;AA141706;111114170006;IA141702;191114170002;2;1;5;5;3;1;1;4;3;3;3;4;1;2;0;0;0;2;0;1;-8;27/06/2011;30/07/2012;1;-8;3;3;2;2;2;2;1;90;6;4;2;-8;-8;-8;-8;2010;60;600;-8;-8;4;1;1;1;2;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;38000;38000;0;-8;12;4;1000;1;16;3;2;98;2;2;-9;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,499189175744914
IA1440;1911144000;2010;2012;2;1;AA144004;111114400004;AA144004;111114400004;1;1;3;3;4;4;3;4;3;3;3;3;2;2;0;1;0;1;0;2;-8;26/05/2011;29/06/2012;1;1;-8;3;2;2;1;2;2;60;5;4;2;-8;-8;-8;-8;2012;60;350;-8;-8;4;1;1;2;2;2;2;1;2;2;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;2;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;4000;4000;0;-8;2;1;1500;3;1;2;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,654648762576724;847,441176470588;,850890640474285
IA1554;1911155400;2010;2012;1;1;AA155404;111115540004;-8;-8;-8;-8;4;1;1;5;1;4;3;5;3;-9;1;3;0;0;0;0;0;1;-8;19/04/2011;29/02/2012;1;-8;-8;3;2;2;2;2;1;85;7;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3,43700938227593;4449,2;1,02083500740418
IA1573a;1911157310;2011;2012;2;1;AA157305;111115730005;AA157305;111115730005;1;1;5;5;3;5;-8;4;2;2;3;1;1;2;1;1;0;1;1;1;-8;09/05/2011;23/05/2012;1;-8;2;3;2;2;1;2;2;50;4;4;-8;-8;-8;-8;-8;2009;60;500;-8;-8;2;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;80;2;-8;2;-8;-8;-8;-8;-8;-8;-9;33456,4081693894;1;11;11;2;2900;98;-9;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,357332153204102
IA1660;1911166000;2010;2012;2;1;AA166004;111116600004;AA166004;111116600004;1;1;5;3;4;1;-8;4;1;1;3;2;2;1;1;0;0;1;0;2;-8;20/09/2011;19/04/2012;1;2;-8;3;2;2;1;2;2;60;5;4;2;-8;-8;-8;-8;2012;12;370;-8;-8;4;1;1;2;2;2;1;1;1;2;2;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;19000;19000;0;-8;7;3;900;1;18;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,68199116582954;2177,33333333333;,996757607412734
IA1709;1911170900;2010;2012;2;1;AA170907;111117090007;AA170907;111117090007;1;1;5;1;1;1;1;4;3;3;3;1;1;2;0;0;0;1;0;1;-8;14/06/2011;22/05/2012;1;-8;2;3;2;2;2;2;1;110;5;2;-8;-8;2010;2050;450;-8;-8;-8;-8;-8;4;1;1;1;2;2;1;2;2;1;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;30000;30000;0;-8;10;4;1300;1;5;3;98;2;2;2;200;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,30449147353747;2983,15841584158;1,05021855888775
IA1852;1911185200;2011;2012;2;1;AA185204;111118520004;AA185204;111118520004;1;1;5;3;4;4;1;4;4;4;1;1;2;3;0;2;0;1;0;1;-8;07/06/2011;31/05/2012;1;-8;2;3;2;2;2;2;1;90;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;2;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;1000;2;-8;2;-8;-8;-8;-8;-8;-8;42000;42000;0;-8;12;3;2500;1;48;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,334468962597914;432,969230769231;,870546472898615
IA1933;1911193300;2010;2012;2;1;AA193305;111119330005;AA193305;111119330005;1;1;5;3;4;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;03/05/2011;02/04/2012;1;-8;2;3;2;1;2;2;2;86;7;2;3;-8;2009;2049;692;-8;-8;-8;-8;-8;2;1;2;1;2;1;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;18000;18000;0;-8;6;2;1800;2;3;1;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,546438787841103;707,363636363636;,870546472898615
IA1935;1911193500;2010;2012;2;1;AA193502;111119350002;AA193502;111119350002;1;1;3;8;4;2;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;11/04/2011;17/05/2012;2;-8;2;4;2;2;2;2;1;55;2;4;-8;-8;-8;-8;-8;2009;-9;600;-8;-8;1;1;1;1;2;1;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;18000;18000;0;-8;6;3;1500;3;6;1;2;2;2;2;0;1;2;1;2;2;2;2;2;2;2;2;12;1,68199116582954;2177,33333333333;,850890640474285
IF1135;1916113500;2010;2012;2;1;AA113504;111111350004;AA113504;111111350004;1;1;3;2;2;2;-8;3;1;1;3;3;1;1;0;0;0;1;0;1;-8;09/11/2011;25/05/2012;1;-8;2;2;2;2;1;1;2;84;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;2;2;1;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;300;2;-8;2;-8;-8;-8;-8;-8;-8;12180;12180;0;-8;5;2;1100;2;4;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,891929118218058;1154,6;1,40528045272728
IF2869;1916286900;2010;2012;2;1;FF286902;161628690002;FF286902;161628690002;1;1;5;1;1;5;1;4;5;7;2;3;2;3;0;2;0;1;0;1;-8;12/04/2011;19/06/2012;1;-8;2;3;2;2;2;2;1;-9;9;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;-9;2;-8;2;-8;-8;-8;-8;-8;-8;26000;26000;0;-8;9;4;1100;1;9;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,67667143860029;3464,94444444444;1,30968588691317
