P017001L;P017001LG2;P040001LG1;KP107001L;KP109001L;KP060001L;KP069001L;KP069001LG2;KP081001L;KP081001LG2;KP011001L;KP016001L;KP010001LR1;KP010001LR3;KP010001LR4;KL007001LG7R1;KL007001LG10R1;KP110001LG1;KL018001LR1;KL018001LR2;KL018001LR4;KT002001LR2G1;KL065001L;KL001001LR1;KP033001L;KP040001L;KP074001L;KP073001L;KP075001L;KP065001L;KP080001LG1;KP070001L;KP071001L;KP137001L;KH074001L;KH064001L;KH066001LH1;KH068001LM1H1;KH068001LM2H1;KH068001LM3H1;KH068001LM4H1;KH068001LM5H1;KH002001LH1;KH079001LH1;KH003001LR1H1;KH004001L;KH008001L;KH011001L;KH012001L;KH013002L;KH101001L;KH096001L;KH005002L;KH134001L;KH076002L;KH017001L;KH098001LM1;KH098001LM2;KH098001LM3;KH098001LM4;KH098001LM10;KH098001LM5;KH098001LM11;KH098001LM7;KH098001LM8;KH098001LM9;KH132001L;KE026001L;KE038001LM3;KE038001LM4;KE038001LM5;KE038001LM6;KE038001LM7;KE038001LM8;KE038001LM9;KE038001LM10;KE016001L;KS025001L;KD084001LM1;KD084001LM2;KD084001LM3;KD084001LM4;KD084001LM5;KD087001L;KD091001L;KD086001LM1;KD086001LM2;KD086001LM4;KD086001LM3;KD086001LM6;KD086001LM5;KD090001L;KD093001L;KD085001LM1;KD085001LM2;KD085001LM3;KD085001LM4;KD085001LM5;KD085001LM6;KD088001L;KD092001L;KI284001L;KI285001L;KI289001L;KI290001L;KI100001L;KI275001L;KI276001L;KI278001L;KI097001L;KI148002L;KI280001L;KI283001L;KI159001LM3;KI159001LM5;KI159001LM8;KI159001LM2;KI159001LM4;KI138002L;KI138002LG2;KI138002LG2I;KI139001L;KI139001LG2;KI040001L;KI041003L;KI063001L;KI064002L;KI160001L;KI042001L;KI044001L;KI045001L;KI247001L;KI200001L;KI291001L;KI292001LM3;KI292001LM4;KI292001LM5;KI292001LM6;KI292001LM7;KI292001LM8;KI292001LM9;KI292001LM10;KI292001LM11;KI292001LM12;KI293001L;KW009001L;KW009002L;KW011001L
IF2944a;1916294410;2010;2012;2;1;FF294402;161629440002;FF294402;161629440002;1;1;6;1;1;1;1;4;3;3;3;4;2;2;0;1;0;2;0;1;-8;10/05/2011;04/06/2012;1;-8;2;3;2;2;2;2;1;45;2;4;-8;-8;-8;-8;-8;2009;60;650;-8;-8;4;1;1;2;2;2;1;2;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;17520;17520;0;-8;6;4;1300;2;12;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,17294538910074;2812,87234042553;1,27828085360394
IF3117;1916311700;2010;2012;2;1;FF311703;161631170003;FF311703;161631170003;1;1;5;5;3;1;1;4;3;3;3;1;1;2;0;0;0;1;1;1;-8;22/09/2011;19/06/2012;1;-8;3;3;2;2;2;2;1;87;7;2;-8;-8;2009;2044;452;-8;-8;-8;-8;-8;1;1;1;2;2;2;1;1;2;2;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;1;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;6;2;-8;2;-8;-8;-8;-8;-8;-8;31200;31200;0;-8;11;1;2500;3;3;1;98;2;2;2;693;1;2;2;2;2;2;2;1;2;2;2;1;,252844575252808;327,306666666667;,377880004931126
IF3338;1916333800;2010;2012;1;1;FF333803;161633380003;-8;-8;-8;2;5;1;1;1;1;4;3;3;3;-9;1;2;0;0;0;0;0;1;-8;07/04/2011;01/03/2012;1;-8;-8;3;2;2;1;2;2;45;6;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,17294538910074;2812,87234042553;1,05021855888775
IG5165;1917516500;2010;2012;2;1;GG516504;171751650004;GG516504;171751650004;1;1;6;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;2;-8;16/06/2011;20/04/2012;1;7;-8;3;2;2;1;2;2;70;6;4;2;-8;-8;-8;-8;2010;999;300;-8;-8;3;1;1;2;2;1;1;1;2;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;13000;13000;0;-8;5;4;800;2;4;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,78169523493689;2306,4;1,05021855888775
IG5826;1917582600;2010;2012;2;1;GG582602;171758260002;GG582602;171758260002;1;1;2;2;2;5;88;2;3;3;3;1;2;2;0;1;0;2;0;2;-8;26/04/2011;05/04/2012;1;1;-8;1;2;2;1;1;2;130;5;5;-8;-8;-8;-8;-8;-8;-8;-8;-9;0;4;1;1;1;2;1;2;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;27839,8518854964;2;-1;10;2;-9;1;18;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,496728724576614;643,014084507042;,780437887735306
IG5865;1917586500;2010;2012;2;1;GG586503;171758650003;GG586503;171758650003;1;1;1;2;2;1;1;2;3;3;3;1;1;2;0;0;0;2;0;2;-8;21/06/2011;21/05/2012;1;4;-8;2;1;2;2;2;2;-9;6;4;2;-8;-8;-8;-8;2010;12;500;-8;-8;3;1;1;1;2;1;1;1;2;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;42000;42000;0;-8;12;4;1200;1;-9;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;,887947458935994
IG6319;1917631900;2010;2012;2;1;GG631903;171763190003;GG631903;171763190003;1;1;3;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;26/05/2011;29/05/2012;1;-8;2;3;2;2;2;2;1;60;5;4;-8;-8;-8;-8;-8;2009;12;450;-8;-8;3;1;1;2;2;2;1;2;2;1;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;15000;15000;0;-8;5;3;1500;2;12;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,88011180315184;2433,8;1,02083500740418
IH7151;1918715100;2010;2012;2;1;HH715103;181871510003;HH715103;181871510003;1;1;1;2;2;1;-8;2;1;1;3;2;1;1;0;0;0;1;0;1;-8;06/07/2011;18/10/2012;1;-8;2;1;2;2;2;1;2;300;12;4;-8;-8;-8;-8;-8;2010;60;200;-8;-8;1;1;1;1;2;1;1;2;2;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;800;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;5000;5000;0;-8;2;1;700;98;0;1;2;98;1;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,747670161085762;967,857142857143;1,09643336815401
IH7594;1918759400;2010;2012;2;1;HH759405;181875940005;HH759405;181875940005;1;1;1;6;1;1;1;2;3;3;3;2;1;2;0;0;0;1;1;1;-8;01/06/2011;03/09/2012;1;-8;-9;3;2;2;2;2;1;80;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;2;2;2;2;2;2;2;2;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;-9;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;1296;1296;0;-8;1;1;600;98;0;3;98;98;1;1;0;1;2;2;1;2;2;2;2;2;2;2;1;1,87008747267431;2420,82352941176;1,27828085360394
IH7715a;1918771510;2010;2012;2;1;HH771503;181877150003;HH771503;181877150003;1;1;4;2;2;1;1;4;3;3;3;4;1;2;0;0;0;2;0;2;-8;12/05/2011;21/06/2012;1;4;-8;3;2;2;1;2;2;100;6;4;2;-8;-8;-8;-8;2012;12;700;-8;-8;2;1;1;1;2;1;1;1;1;1;2;5;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;27000;27000;0;-8;9;2;2200;3;4;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,496728724576614;643,014084507042;1,09643336815401
JA0333;2011033300;2011;2012;2;1;AA033302;111103330002;AA033302;111103330002;1;1;4;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;2;-8;08/04/2011;18/04/2012;1;1;-8;3;2;2;1;2;2;90;7;1;2;1997;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;2;2;2;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;36000;36000;0;-8;11;2;3000;3;1;2;2;1;2;2;1000;1;2;2;2;1;2;2;2;2;2;2;14;1,88011180315184;2433,8;1,02083500740418
JA0380;2011038000;2011;2012;2;1;AA038003;111103800003;AA038003;111103800003;1;1;3;1;1;1;1;4;3;3;3;1;1;2;0;0;0;1;0;1;-8;17/06/2011;27/06/2012;1;-8;2;3;2;2;2;2;1;70;6;4;-8;-8;-8;-8;-8;2011;12;700;-8;-8;2;1;1;1;2;2;1;2;2;1;2;2;3;2;2;2;2;2;2;2;1;3;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2520;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;44269,7716826413;1;13;13;2;2800;1;18;2;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,30449147353747;2983,15841584158;1,05021855888775
JA0470;2011047000;2012;2012;2;2;AA047002;111104700002;AA047002;111104700002;1;-8;3;6;1;1;-8;4;1;1;3;1;-8;1;-8;-8;0;1;0;1;-8;-8;09/05/2012;2;-8;-8;-9;2;2;1;2;2;120;8;1;2;1991;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;2;1;1;1;1;2;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;24000;24000;0;-8;8;3;1200;1;12;2;98;98;2;2;300;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,55740936072882;2016,0625;1,02083500740418
JA0723;2011072300;2011;2012;2;1;AA072304;111107230004;AA072304;111107230004;1;1;4;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;29/06/2011;19/06/2012;1;-8;2;2;2;2;1;2;2;80;6;4;-8;-8;-8;-8;-8;2010;12;300;-8;-8;4;1;1;2;2;1;1;1;1;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;30000;30000;0;-8;10;4;1300;1;12;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,55740936072882;2016,0625;1,05021855888775
JA0739;2011073900;2011;2012;2;1;AA073902;111107390002;AA073902;111107390002;1;1;5;1;1;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;15/10/2011;09/05/2012;1;-8;2;3;2;2;2;2;1;83;5;4;-8;-8;-8;-8;-8;2008;999;400;-8;-8;5;1;1;1;2;1;1;1;2;1;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;190;2;-8;2;-8;-8;-8;-8;-8;-8;-9;25591,6920907132;1;9;9;4;2000;2;2;3;2;98;2;2;325;1;2;2;2;2;2;2;2;2;2;1;1;1,87008747267431;2420,82352941176;1,05021855888775
JA0767;2011076700;2011;2012;2;1;AA076704;111107670004;AA076704;111107670004;1;1;4;1;1;1;1;4;3;3;3;4;1;2;0;0;0;2;0;1;-8;31/03/2011;12/06/2012;1;-8;2;3;2;2;1;2;2;80;7;2;-8;-8;2010;2040;949;-8;-8;-8;-8;-8;4;1;1;1;2;2;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;32000;32000;0;-8;11;3;1500;2;13;1;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,30449147353747;2983,15841584158;1,70178128094857
JA0841;2011084100;2011;2012;2;1;AA084102;111108410002;AA084102;111108410002;1;1;3;2;2;1;1;4;3;3;3;1;1;2;0;0;0;1;0;1;-8;22/06/2011;31/07/2012;1;-8;2;3;2;2;2;2;1;60;6;4;-8;-8;-8;-8;-8;2011;999;500;-8;-8;2;1;1;1;1;2;1;2;2;2;2;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;20000;20000;0;-8;7;2;2000;2;1;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,496728724576614;643,014084507042;,887947458935994
JA1012;2011101200;2011;2012;2;1;AA101203;111110120003;AA101203;111110120003;1;1;3;2;2;1;1;4;3;3;3;4;1;2;0;0;0;2;0;1;-8;08/06/2011;01/06/2012;1;-8;2;2;2;2;2;2;1;180;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;2;2;2;1;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;2000;2;-8;2;-8;-8;-8;-8;-8;-8;28000;28000;0;-8;10;4;1500;2;18;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;1,09643336815401
JA1079;2011107900;2011;2012;2;1;AA107903;111110790003;AA107903;111110790003;1;1;6;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;2;-8;24/10/2011;27/04/2012;1;2;-8;3;2;2;1;2;2;90;8;4;2;-8;-8;-8;-8;2012;12;800;-8;-8;2;1;1;1;2;2;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;25000;25000;0;-8;9;4;800;98;0;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,55740936072882;2016,0625;1,05021855888775
JA1106;2011110600;2011;2012;2;1;AA110603;111111060003;AA110603;111111060003;1;1;3;2;2;1;1;4;5;7;2;1;1;3;0;1;0;2;0;2;-8;06/10/2011;24/04/2012;1;7;-8;2;2;2;1;2;2;110;9;4;2;-8;-8;-8;-8;2012;12;750;-8;-8;4;1;1;1;1;1;1;1;2;2;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;-9;11862,4391554582;2;-9;4;2;1500;98;0;3;1;98;1;2;225;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,496728724576614;643,014084507042;,887947458935994
JA1303;2011130300;2011;2012;2;1;AA130303;111113030003;AA130303;111113030003;1;1;2;5;3;1;-8;3;1;1;3;1;1;1;0;0;0;1;0;1;-8;07/04/2011;22/05/2012;1;-8;-9;2;2;2;1;2;2;150;5;2;-8;-8;2009;2044;540;-8;-8;-8;-8;-8;4;1;1;1;2;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;4;32;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;25100;25100;0;-8;9;4;1300;1;42;1;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,307861792333966;398,526315789474;,377880004931126
JA1326;2011132600;2011;2012;2;1;AA132603;111113260003;AA132603;111113260003;1;1;1;5;3;1;-8;2;1;1;3;2;1;1;0;0;0;1;0;2;-8;12/04/2011;24/04/2012;1;7;-8;2;1;2;2;2;2;260;10;5;-8;-8;-8;-8;-8;-8;-8;-8;2011;0;2;2;2;1;1;2;2;1;1;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;2;5;2;1;2;2;2;1;9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;15450;15450;0;-8;6;2;800;2;24;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,307861792333966;398,526315789474;,499189175744914
JA1554;2011155400;2011;2012;2;1;AA155403;111115540003;AA155403;111115540003;1;1;1;5;3;1;-8;2;1;1;3;1;1;1;0;0;0;1;0;1;-8;20/06/2011;29/05/2012;1;-8;2;1;2;2;1;1;2;120;8;2;-8;-8;1980;2021;200;-8;-8;-8;-8;-8;2;1;1;1;1;2;1;2;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;12000;12000;0;-8;4;2;1500;3;2;1;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,307861792333966;398,526315789474;,377880004931126
JA1568;2011156800;2011;2012;2;1;AA156802;111115680002;AA156802;111115680002;1;1;3;5;3;1;1;3;5;7;2;1;1;3;0;0;2;1;0;1;-8;22/04/2011;18/04/2012;1;-8;2;2;2;2;1;1;2;180;13;2;-8;-8;2009;2039;900;-8;-8;-8;-8;-8;1;1;1;1;1;2;1;1;2;1;2;5;4;1;2;2;2;2;2;2;2;2;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;-1;-8;2;-8;2;-8;2;2;2;1;2;-9;23101,66023769;1;8;8;2;2500;3;3;1;2;2;2;2;400;1;1;2;2;2;2;2;2;2;2;2;2;,279985094064571;362,44;,392947747670923
JA1649;2011164900;2011;2012;2;1;AA164903;111116490003;AA164903;111116490003;1;1;2;3;4;1;1;2;3;3;3;1;1;2;0;0;0;2;0;1;-8;02/05/2011;25/04/2012;1;-8;2;3;1;2;2;2;2;50;5;4;-8;-8;-8;-8;-8;2011;24;300;-8;-8;2;1;1;1;2;2;1;1;2;1;2;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;39328,854218031;1;12;12;3;1500;2;-9;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,334468962597914;432,969230769231;,870546472898615
JB0433;2012043300;2011;2012;2;1;BA043302;121104330002;BA043302;121104330002;1;1;5;1;1;1;1;4;5;7;2;1;1;2;0;0;1;1;0;1;-8;08/07/2011;07/05/2012;1;-8;2;2;2;1;2;1;2;250;8;2;-8;-8;2006;2036;1390;-8;-8;-8;-8;-8;1;2;2;1;2;1;1;1;2;1;2;3;4;1;2;2;2;2;2;2;2;2;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;1;2;4;0;2;-8;-8;-8;1;100;2;-8;2;-8;2;-8;2;2;2;1;2;17500;17500;0;-8;6;1;1800;3;0;1;98;1;1;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,88011180315184;2433,8;1,04192588497109
JF2095;2016209500;2011;2012;2;1;FF209503;161620950003;FF209503;161620950003;1;1;1;5;3;1;1;2;3;3;3;1;1;2;0;0;0;1;0;1;-8;26/10/2011;16/05/2012;1;-8;2;2;2;2;1;2;2;140;8;2;-8;-8;2007;2037;950;-8;-8;-8;-8;-8;2;1;1;2;2;2;1;2;2;2;2;1;5;-8;-8;-8;-8;-8;-8;-8;-8;2;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;36500;36500;0;-8;12;3;2100;1;12;1;98;98;2;2;250;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,357332153204102
JF2203;2016220300;2011;2012;2;1;FF220303;161622030003;FF220303;161622030003;1;1;6;1;1;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;17/05/2011;15/06/2012;1;-8;2;3;1;2;2;2;2;70;5;2;-8;-8;2006;2041;240;-8;-8;-8;-8;-8;3;1;1;1;2;1;1;1;1;1;2;6;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;2000;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;17000;17000;0;-8;6;3;2000;2;1;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
JF3117;2016311700;2011;2012;2;1;FF311704;161631170004;FF311704;161631170004;1;1;5;5;3;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;20/10/2011;16/05/2012;1;-8;-9;3;2;2;2;2;1;60;5;4;-8;-8;-8;-8;-8;2011;60;430;-8;-8;3;1;1;2;2;2;1;1;1;1;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2520;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;25000;25000;0;-8;9;3;1000;2;3;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,357332153204102
JF3336;2016333600;2011;2012;2;1;FF333603;161633360003;FF333603;161633360003;1;1;3;1;1;1;-8;4;1;1;3;1;2;1;1;0;0;1;0;2;-8;17/05/2011;07/08/2012;1;1;-8;2;2;2;1;1;2;-9;9;2;2;2001;2001;2025;800;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;2;1;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;10600;10600;0;-8;4;1;1000;3;0;1;98;2;2;2;223;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,26762014317199;2935,42857142857;1,05021855888775
JG5851;2017585100;2011;2012;2;1;GG585103;171758510003;GG585103;171758510003;1;1;4;2;2;1;1;4;3;3;3;1;1;2;0;0;0;1;1;1;-8;03/05/2011;03/05/2012;1;-8;2;3;2;2;2;2;1;75;5;4;-8;-8;-8;-8;-8;2010;60;670;-8;-8;2;1;1;2;2;2;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;25283,9803005469;2;-1;9;3;1500;2;-9;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,496728724576614;643,014084507042;,887947458935994
