﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
8;Barcelona;2;Catalunya Central;24;Osona;08275;Tavèrnoles;1;;249;89;160;179;70;1;4;174;178;10;41;75;1;3;29;0;1;12;0;1;0;1;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08280;Tavertet;1;;92;36;63;68;24;0;0;68;68;2;19;25;0;7;10;2;0;3;0;0;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08281;Teià;1;;4960;1294;2716;3264;1696;42;21;3201;3222;457;757;1012;150;191;246;130;113;107;15;11;5;5;2;0;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25220;Térmens;1;;976;410;589;641;335;10;5;626;631;45;200;207;24;10;42;5;17;67;0;4;0;0;0;1;;2;;1;;;1;
17;Girona;3;Girona;2;Alt Empordà;17196;Terrades;1;;245;83;147;156;89;7;3;146;149;8;33;47;5;7;23;8;6;9;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;1;;26923;6747;14399;16930;9993;171;185;16574;16759;2830;3771;4726;928;981;1260;627;584;633;92;43;32;25;31;11;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;2;;12936;2098;4392;4965;7971;70;30;4865;4895;1799;784;301;696;396;169;416;185;35;54;4;5;4;12;5;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;3;;17415;3377;7006;8244;9171;118;75;8051;8126;2305;1686;1147;769;636;429;548;262;129;71;17;11;10;19;12;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;4;;29102;6428;13441;15449;13653;190;162;15097;15259;3441;3392;3010;1266;1115;957;855;480;372;99;29;24;21;22;14;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;5;;34592;7701;16018;18389;16203;244;175;17970;18145;4780;4180;2791;1521;1432;932;1180;578;311;141;32;21;20;34;17;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;6;;28969;5651;10876;12234;16735;158;128;11948;12076;4053;2071;865;1614;1097;472;1089;429;103;72;6;20;7;34;16;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;7;;6539;1339;2504;2930;3609;28;29;2873;2902;964;480;232;401;236;110;280;110;26;18;4;4;1;4;3;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08282;Tiana;1;;6858;1754;3899;4603;2255;45;35;4523;4558;755;1105;1186;214;266;368;210;169;205;17;6;11;3;6;2;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25221;Tírvia;1;;118;39;66;85;33;5;1;79;80;10;24;27;1;3;12;0;0;1;0;0;0;0;0;1;;0;;0;;;0;
25;Lleida;4;Lleida;23;Noguera;25222;Tiurana;1;;67;24;37;53;14;1;0;52;52;3;9;20;1;0;2;1;8;8;0;0;0;0;0;0;;0;;0;;;0;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43149;Tivenys;1;;681;234;385;423;258;10;7;406;413;108;141;69;27;11;23;9;5;9;0;1;0;0;0;;2;1;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43150;Tivissa;1;;1219;382;704;834;385;25;6;803;809;52;258;210;28;49;97;9;35;49;0;5;2;0;1;;7;0;;;1;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08283;Tona;1;;6216;1223;2728;3424;2792;35;44;3345;3389;359;750;1440;138;81;343;46;35;104;11;8;15;9;4;2;;;;;;;;
25;Lleida;4;Lleida;32;Segarra;25223;Torà;1;;905;237;448;541;364;15;6;520;526;42;171;183;10;11;63;6;3;27;0;0;1;0;0;0;;1;;2;;;0;
8;Barcelona;1;Barcelona;21;Maresme;08284;Tordera;1;;6292;1161;2431;2803;3489;52;20;2731;2751;507;723;755;201;132;145;134;55;46;8;8;11;3;2;1;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08284;Tordera;2;;6532;1150;2318;2646;3886;51;16;2579;2595;538;643;489;283;147;149;164;77;50;10;8;10;3;4;4;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08285;Torelló;1;;3866;916;1746;2048;1818;27;20;2001;2021;211;484;843;64;43;211;48;19;45;2;23;7;1;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08285;Torelló;2;;2354;609;1222;1446;908;28;9;1409;1418;108;279;651;27;33;201;17;6;58;5;4;8;9;2;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08285;Torelló;3;;4089;1053;1816;2114;1975;44;20;2050;2070;313;502;715;78;92;173;75;27;44;6;7;13;1;4;0;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25224;Torms, els;1;;121;37;73;88;33;1;2;85;87;6;42;22;0;0;9;0;0;5;0;0;0;0;1;0;;0;;0;;;0;
25;Lleida;4;Lleida;38;Urgell;25225;Tornabous;1;;521;171;284;316;205;1;5;310;315;18;109;127;10;1;23;1;8;10;1;1;0;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;33;Segrià;25226;Torrebesses;1;;239;87;125;143;96;1;0;142;142;12;53;42;0;9;14;5;1;6;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25227;Torre de Cabdella, la;1;;658;142;251;440;218;6;6;428;434;36;107;182;8;11;62;5;3;8;0;1;0;3;2;0;;0;;0;;;0;
8;Barcelona;8;Penedès;6;Anoia;08286;Torre de Claramunt, la;1;;3000;685;1285;1463;1537;27;15;1421;1436;369;302;238;140;68;92;98;32;62;10;2;2;0;3;3;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43151;Torre de Fontaubella, la;1;;106;54;70;83;23;1;1;81;82;9;13;28;4;3;18;0;6;0;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43152;Torre de l'Espanyol, la;1;;427;149;265;293;134;14;1;278;279;50;107;81;3;0;17;2;1;12;0;0;1;1;0;;1;0;;;2;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43153;Torredembarra;1;;11525;2609;4635;5459;6066;98;34;5327;5361;1124;1331;982;527;295;340;347;190;108;16;10;6;11;2;;7;12;;;14;;;5
25;Lleida;4;Lleida;33;Segrià;25228;Torrefarrera;1;;3215;695;1477;1766;1449;22;39;1705;1744;247;474;445;118;32;98;60;50;148;5;8;7;0;0;0;;5;;7;;;1;
25;Lleida;4;Lleida;32;Segarra;25907;Torrefeta i Florejacs;1;;491;144;258;294;197;6;12;276;288;15;118;84;7;8;27;1;1;12;0;2;0;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;27;Pla d'Urgell;25230;Torregrossa;1;;1518;430;784;906;612;19;15;872;887;140;349;193;45;6;37;18;34;40;2;1;0;5;0;0;;1;;1;;;0;
25;Lleida;4;Lleida;23;Noguera;25231;Torrelameu;1;;483;149;310;358;125;10;2;346;348;24;154;78;17;5;20;2;12;28;1;0;2;1;1;0;;0;;1;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08287;Torrelavit;1;;1075;374;662;730;345;16;7;707;714;54;230;250;9;34;79;9;7;26;2;3;1;1;2;0;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08288;Torrelles de Foix;1;;1746;393;637;764;982;11;5;748;753;138;197;119;55;45;58;32;18;81;5;0;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08289;Torrelles de Llobregat;1;;4560;940;2186;2688;1872;30;20;2638;2658;454;798;565;139;188;281;90;49;44;12;6;6;0;4;2;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17197;Torrent;1;;126;48;78;91;35;0;3;88;91;11;22;31;2;0;8;5;0;9;0;0;0;0;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;33;Segrià;25232;Torres de Segre;1;;1340;404;699;782;558;12;4;766;770;125;210;256;25;16;69;9;14;32;3;4;0;0;0;2;;0;;1;;;0;
25;Lleida;4;Lleida;33;Segrià;25233;Torre-serona;1;;275;91;172;187;88;1;2;184;186;36;61;41;8;5;8;4;9;8;0;0;2;0;0;0;;0;;2;;;0;
17;Girona;3;Girona;2;Alt Empordà;17198;Torroella de Fluvià;1;;447;151;230;264;183;4;1;259;260;37;64;75;25;13;23;9;6;7;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17199;Torroella de Montgrí;1;;7059;1774;3332;3995;3064;67;30;3898;3928;460;919;1280;245;149;435;134;56;110;5;7;14;41;5;18;;6;14;;;0;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43154;Torroja del Priorat;1;;121;48;86;99;22;1;1;97;98;5;46;17;2;4;19;1;2;1;0;0;0;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;19;Garrotxa;17200;Tortellà;1;;635;198;362;416;219;7;6;403;409;38;106;140;2;29;71;2;3;6;0;0;2;0;0;0;;4;0;;;0;;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;1;;6646;1624;2859;3376;3270;72;38;3266;3304;605;780;641;212;224;214;142;145;228;4;7;4;9;2;;33;10;;;6;;;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;2;;4205;1030;1876;2209;1996;46;27;2136;2163;306;774;428;100;128;150;52;31;105;2;3;5;7;5;;30;9;;;1;;;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;3;;3484;882;1461;1670;1814;50;14;1606;1620;295;437;318;88;125;117;37;33;125;2;2;0;0;3;;19;5;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;4;;8243;1901;3200;3786;4457;62;31;3693;3724;628;1004;739;225;247;278;148;97;240;5;6;4;6;3;;46;12;;;5;;;0
17;Girona;3;Girona;31;Ripollès;17201;Toses;1;;146;35;63;98;48;1;2;95;97;3;27;34;8;2;12;1;1;6;0;0;0;0;1;0;;0;0;;;0;;
17;Girona;3;Girona;34;Selva;17202;Tossa de Mar;1;;3923;872;1721;2079;1844;48;17;2014;2031;366;497;595;112;77;118;107;55;60;5;2;3;5;1;2;;4;4;;;1;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25234;Tremp;1;;1405;312;555;753;652;23;7;723;730;157;154;226;33;26;49;24;21;17;3;2;5;1;1;0;;2;;2;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25234;Tremp;2;;2327;502;940;1295;1032;22;20;1253;1273;234;274;454;44;52;83;26;26;31;3;4;3;3;3;0;;5;;7;;;1;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25234;Tremp;3;;455;73;136;208;247;5;1;202;203;34;44;56;13;10;24;7;2;5;4;0;0;0;0;0;;1;;2;;;0;
17;Girona;3;Girona;10;Baix Empordà;17204;Ullà;1;;624;200;331;370;254;6;4;360;364;71;73;111;21;15;29;10;15;9;0;0;1;1;2;0;;0;1;;;1;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08290;Ullastrell;1;;1567;417;878;991;576;10;6;975;981;110;294;291;54;51;109;37;8;13;0;2;0;3;2;1;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17205;Ullastret;1;;194;76;121;142;52;1;0;141;141;8;36;63;1;7;13;0;1;12;0;0;0;0;0;0;;0;0;;;0;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43156;Ulldecona;1;;2901;615;1054;1521;1380;28;18;1475;1493;280;406;264;131;64;102;53;102;32;1;2;2;4;1;;27;4;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43156;Ulldecona;2;;1092;190;333;473;619;8;3;462;465;95;141;106;36;21;28;11;13;2;0;0;0;0;0;;8;1;;;0;;;0
43;Tarragona;6;Camp de Tarragona;29;Priorat;43157;Ulldemolins;1;;349;164;241;270;79;4;3;263;266;19;93;105;3;4;22;3;7;3;0;3;0;0;0;;1;0;;;0;;;0
17;Girona;3;Girona;10;Baix Empordà;17203;Ultramort;1;;162;60;94;105;57;2;2;101;103;4;27;45;0;4;14;2;0;2;0;1;0;0;2;0;;0;0;;;0;;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17206;Urús;1;;175;43;98;122;53;5;1;116;117;9;22;43;1;3;17;2;5;13;0;0;0;0;0;0;;1;0;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08291;Vacarisses;1;;5240;746;2109;2539;2701;26;20;2493;2513;471;690;427;233;201;199;140;55;35;29;5;3;1;3;1;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17014;Vajol, la;1;;62;20;36;40;22;0;0;40;40;5;11;19;1;2;0;0;0;2;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;8;Penedès;6;Anoia;08292;Vallbona d'Anoia;1;;1062;286;557;648;414;12;5;631;636;118;141;170;32;24;97;18;16;12;3;0;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25238;Vallbona de les Monges;1;;212;80;122;141;71;7;1;133;134;10;39;56;3;5;11;0;0;7;0;0;0;0;0;0;;1;;1;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08293;Vallcebre;1;;237;73;128;165;72;3;1;161;162;15;45;55;2;3;25;0;3;13;0;0;0;0;0;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43158;Vallclara;1;;74;28;45;56;18;6;0;50;50;4;8;24;0;1;7;0;1;5;0;0;0;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;19;Garrotxa;17207;Vall d'en Bas, la;1;;2444;801;1479;1668;776;22;32;1614;1646;80;396;740;18;47;213;18;17;66;3;4;1;3;2;0;;5;0;;;1;;
17;Girona;3;Girona;19;Garrotxa;17208;Vall de Bianya, la;1;;1013;279;510;586;427;9;14;563;577;28;125;265;10;23;81;7;6;12;2;1;1;0;0;0;;2;0;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25043;Vall de Boí, la;1;;819;210;352;498;321;15;3;480;483;33;159;144;4;29;68;4;8;20;2;2;1;0;0;0;;2;;4;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25901;Vall de Cardós;1;;303;63;143;213;90;9;0;204;204;13;67;69;7;7;18;4;9;7;1;0;0;0;1;0;;0;;1;;;0;
25;Lleida;4;Lleida;23;Noguera;25240;Vallfogona de Balaguer;1;;1361;439;763;850;511;16;12;822;834;113;245;251;43;21;50;21;37;32;0;2;0;0;2;2;;1;;2;;;0;
17;Girona;3;Girona;31;Ripollès;17170;Vallfogona de Ripollès;1;;179;73;113;133;46;0;0;133;133;2;51;50;0;2;18;2;1;4;0;0;2;0;0;0;;1;0;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43159;Vallfogona de Riucorb;1;;76;32;47;59;17;2;1;56;57;5;14;26;2;1;3;1;1;2;0;1;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08294;Vallgorguina;1;;2194;587;1098;1258;936;22;7;1229;1236;122;334;400;63;83;125;33;29;22;9;3;4;0;2;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08295;Vallirana;1;;11512;2452;4656;5734;5778;73;38;5623;5661;1521;1366;751;671;376;215;405;180;60;40;3;9;5;10;11;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17209;Vall-llobrega;1;;639;144;386;427;212;7;4;416;420;54;104;131;38;13;32;20;11;10;1;0;1;0;0;0;;0;1;;;0;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43160;Vallmoll;1;;1331;353;675;759;572;9;14;736;750;172;175;172;71;26;52;37;17;11;0;1;1;0;0;;1;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08296;Vallromanes;1;;1873;462;991;1244;629;17;6;1221;1227;209;301;333;90;57;57;65;39;55;5;8;0;1;1;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;1;;503;107;204;230;273;0;0;230;230;37;44;66;11;10;44;4;6;3;0;1;0;0;0;;0;0;;;4;;;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;2;;512;85;157;178;334;7;3;168;171;35;38;52;6;8;20;3;3;2;0;0;0;0;0;;0;1;;;0;;;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;3;;1249;250;521;582;667;7;9;566;575;89;131;166;28;19;84;14;18;13;1;0;0;0;1;;1;0;;;1;;;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;4;;3397;699;1431;1664;1733;26;8;1630;1638;243;453;454;73;63;201;46;39;43;1;4;1;0;2;;4;1;;;2;;;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;5;;3985;964;1701;1915;2070;21;7;1887;1894;274;497;610;103;44;210;46;37;39;3;6;9;0;1;;3;2;;;2;;;1
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;6;;7450;1814;3588;4023;3427;56;23;3944;3967;613;978;1228;212;120;377;157;92;116;7;15;7;2;3;;8;2;;;7;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25906;Valls d'Aguilar, les;1;;211;47;87;122;89;1;1;120;121;19;48;30;3;2;7;4;2;2;0;0;0;0;2;0;;0;;1;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25239;Valls de Valira, les;1;;579;107;189;238;341;4;0;234;234;31;73;67;13;8;20;4;5;10;0;0;0;0;0;0;;1;;1;;;1;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43162;Vandellòs i l'Hospitalet de l'Infant;1;;4476;1072;1973;2485;1991;33;23;2429;2452;553;544;443;255;120;116;187;110;55;5;16;4;0;3;;8;6;;;4;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25909;Vansa i Fórnols, la;1;;131;47;66;90;41;4;1;85;86;6;24;28;0;2;10;2;1;6;0;0;5;0;0;0;;0;;1;;;0;
8;Barcelona;2;Catalunya Central;6;Anoia;08297;Veciana;1;;135;52;76;90;45;2;4;84;88;3;18;35;3;4;5;2;2;10;1;0;0;0;1;0;;;;;;;;
43;Tarragona;8;Penedès;12;Baix Penedès;43163;Vendrell, el;1;;3227;505;1272;1519;1708;31;10;1478;1488;322;357;320;110;69;101;78;48;60;2;1;0;1;1;;2;3;;;3;;;0
43;Tarragona;8;Penedès;12;Baix Penedès;43163;Vendrell, el;2;;7475;1240;2429;2824;4651;45;30;2749;2779;690;601;474;354;167;107;158;112;48;12;2;4;1;7;;3;2;;;5;;;2
43;Tarragona;8;Penedès;12;Baix Penedès;43163;Vendrell, el;3;;15863;3265;6205;7285;8578;145;61;7079;7140;1881;1575;964;801;444;355;468;333;157;27;7;13;6;14;;6;11;;;16;;;1
17;Girona;3;Girona;2;Alt Empordà;17210;Ventalló;1;;602;157;338;387;215;9;5;373;378;37;81;147;11;16;51;1;9;12;3;2;0;0;1;0;;2;0;;;0;;
25;Lleida;4;Lleida;38;Urgell;25242;Verdú;1;;703;176;351;404;299;8;3;393;396;37;110;145;11;15;34;8;14;16;0;1;0;0;0;0;;0;;2;;;0;
17;Girona;3;Girona;10;Baix Empordà;17211;Verges;1;;846;305;517;595;251;7;5;583;588;39;106;264;8;13;115;8;5;20;1;1;1;0;0;0;;2;0;;;0;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43164;Vespella de Gaià;1;;319;111;153;180;139;3;0;177;177;59;38;18;20;17;7;7;6;1;2;0;0;0;0;;1;0;;;1;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;1;;1447;361;738;863;584;12;3;848;851;52;138;387;26;27;120;16;17;44;6;8;1;3;3;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;2;;7778;2070;4091;4699;3079;57;39;4603;4642;373;964;2074;139;137;507;70;42;221;15;22;13;20;6;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;3;;11979;3095;5844;6730;5249;76;57;6597;6654;868;1298;2739;253;230;580;114;114;300;16;21;25;30;8;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;4;;5412;1202;2551;2934;2478;51;27;2856;2883;332;630;1107;144;122;299;57;38;74;8;12;14;13;2;4;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;5;;582;208;388;420;162;3;1;416;417;21;95;209;5;8;49;4;2;18;2;1;1;1;0;0;;;;;;;;
17;Girona;2;Catalunya Central;24;Osona;17212;Vidrà;1;;148;50;90;113;35;3;6;104;110;5;26;41;3;0;14;0;0;14;0;0;0;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;34;Selva;17213;Vidreres;1;;5679;1086;2138;2593;3086;40;27;2526;2553;363;544;963;161;117;191;68;35;55;2;5;5;7;3;0;;2;5;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25243;Vielha e Mijaran;1;;3754;618;1259;1721;2033;38;19;1664;1683;520;253;185;218;85;52;126;118;50;11;1;6;27;2;1;;1;;8;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43165;Vilabella;1;;557;197;364;399;158;6;4;389;393;29;132;119;4;19;44;9;6;22;0;3;2;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17214;Vilabertran;1;;710;200;380;434;276;12;2;420;422;34;115;154;22;12;31;6;14;23;0;0;2;4;1;1;;1;0;;;0;;
17;Girona;3;Girona;20;Gironès;17215;Vilablareix;1;;2426;753;1424;1663;763;33;28;1602;1630;206;455;550;71;44;117;40;26;59;1;8;5;11;1;1;;1;6;;;0;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08299;Vilada;1;;375;138;219;245;130;2;7;236;243;21;71;81;6;7;37;2;0;8;1;0;2;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17217;Viladamat;1;;365;153;249;277;88;3;3;271;274;15;44;93;9;7;82;5;3;10;0;1;0;0;1;0;;0;1;;;0;;
17;Girona;3;Girona;20;Gironès;17216;Viladasens;1;;163;51;106;118;45;5;0;113;113;11;17;56;1;2;19;1;3;1;0;0;1;0;0;0;;0;1;;;0;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08301;Viladecans;1;;18105;4222;7965;9216;8889;159;77;8980;9057;3275;1607;805;866;807;295;750;341;101;68;12;7;5;25;16;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08301;Viladecans;2;;31199;6730;13452;15088;16111;248;140;14700;14840;5990;2179;689;1802;1336;307;1452;646;84;130;19;9;4;35;18;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08300;Viladecavalls;1;;5991;1470;3189;3560;2431;61;36;3463;3499;632;908;629;317;291;209;246;108;67;18;5;10;8;7;8;;;;;;;;
17;Girona;3;Girona;28;Pla de l'Estany;17218;Vilademuls;1;;578;205;369;423;155;9;7;407;414;22;65;181;4;20;80;8;5;15;1;1;4;0;0;0;;1;0;;;0;;
17;Girona;2;Catalunya Central;24;Osona;17220;Viladrau;1;;832;280;542;592;240;14;4;574;578;26;153;255;11;12;64;8;4;34;0;2;4;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17221;Vilafant;1;;4188;1108;2078;2393;1795;39;18;2336;2354;407;559;543;333;72;121;121;66;74;8;4;6;11;4;1;;0;4;;;2;;
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;1;;3633;1018;1786;1982;1651;25;9;1948;1957;385;449;452;93;114;262;65;32;72;4;10;2;0;7;1;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;2;;7934;1999;3560;4007;3927;62;28;3917;3945;928;858;814;242;209;436;136;100;138;17;6;12;6;8;7;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;3;;5120;1197;2503;2925;2195;42;28;2855;2883;482;623;799;116;177;305;99;45;173;8;7;6;10;3;2;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;4;;11009;2985;5709;6634;4375;90;50;6494;6544;985;1604;1920;267;322;666;196;161;292;19;20;22;8;11;1;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25244;Vilagrassa;1;;385;124;241;252;133;10;5;237;242;34;64;77;11;7;14;3;9;15;0;0;0;0;0;1;;1;;0;;;1;
17;Girona;3;Girona;2;Alt Empordà;17223;Vilajuïga;1;;819;193;407;477;342;3;7;467;474;77;104;141;32;26;52;8;5;12;1;1;1;1;0;0;;2;3;;;1;;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43175;Vilalba dels Arcs;1;;531;149;265;318;213;4;5;309;314;44;85;76;13;1;29;15;21;20;1;0;0;0;0;;4;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08306;Vilalba Sasserra;1;;544;150;260;292;252;8;2;282;284;49;87;66;17;12;17;7;11;10;1;0;1;2;2;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25245;Vilaller;1;;433;128;201;245;188;2;5;238;243;51;37;45;8;9;15;10;6;56;1;0;0;0;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43166;Vilallonga del Camp;1;;1628;392;769;850;778;14;9;827;836;161;238;152;72;47;59;25;31;13;5;1;8;3;1;;3;2;;;2;;;4
17;Girona;3;Girona;31;Ripollès;17224;Vilallonga de Ter;1;;292;97;154;176;116;25;1;150;151;10;27;79;2;2;12;2;3;11;0;0;1;1;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17225;Vilamacolum;1;;207;75;126;136;71;0;4;132;136;7;44;39;5;3;12;5;5;8;0;0;2;2;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17226;Vilamalla;1;;878;260;412;456;422;3;8;445;453;64;85;87;102;10;15;36;22;10;4;0;0;4;1;0;;2;1;;;2;;
17;Girona;3;Girona;2;Alt Empordà;17227;Vilamaniscle;1;;148;51;81;95;53;0;0;95;95;12;35;26;1;0;13;2;1;4;0;1;0;0;0;0;;0;0;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25247;Vilamòs;1;;147;30;45;72;75;1;3;68;71;23;9;1;18;5;2;6;2;0;0;1;0;0;0;1;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17228;Vilanant;1;;287;99;176;191;96;5;1;185;186;17;44;65;14;8;14;4;1;13;1;0;1;1;0;0;;1;1;;;0;;
