﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25115;Isona i Conca Dellà;1;;817;224;435;528;289;12;3;513;516
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;;248;70;118;157;91;3;1;153;154
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;;1116;399;638;718;398;17;16;685;701
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;;265;111;162;176;89;4;3;169;172
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;;105;48;75;83;22;1;1;81;82
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;;289;115;197;223;66;2;5;216;221
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;;1740;405;718;818;922;19;6;793;799
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;;650;133;331;381;269;6;4;371;375
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;;93;20;40;61;32;1;0;60;60
17;Girona;3;Girona;20;Gironès;17087;Juià;1;;224;83;139;165;59;5;1;159;160
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;;316;99;144;166;150;5;6;155;161
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;;2267;669;1125;1377;890;32;17;1328;1345
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;;656;113;237;316;340;22;2;292;294
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;;1934;427;894;1057;877;16;19;1022;1041
8;Barcelona;8;Penedès;6;Anoia;08104;Llacuna, la;1;;675;232;369;431;244;5;5;421;426
17;Girona;3;Girona;2;Alt Empordà;17088;Lladó;1;;608;165;373;406;202;10;7;389;396
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25123;Lladorre;1;;195;21;61;139;56;4;2;133;135
25;Lleida;2;Catalunya Central;35;Solsonès;25124;Lladurs;1;;157;47;84;98;59;3;0;95;95
8;Barcelona;1;Barcelona;41;Vallès Oriental;08105;Llagosta, la;1;;9660;2147;3989;4634;5026;78;47;4509;4556
17;Girona;3;Girona;20;Gironès;17089;Llagostera;1;;5865;1211;2544;2979;2886;39;24;2916;2940
17;Girona;3;Girona;20;Gironès;17090;Llambilles;1;;560;180;353;411;149;1;4;406;410
17;Girona;3;Girona;31;Ripollès;17091;Llanars;1;;405;127;216;256;149;10;2;244;246
17;Girona;3;Girona;2;Alt Empordà;17092;Llançà;1;;3523;867;1522;1813;1710;40;21;1752;1773
25;Lleida;4;Lleida;33;Segrià;25125;Llardecans;1;;373;116;217;241;132;4;3;234;237
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25126;Llavorsí;1;;282;69;137;190;92;2;2;186;188
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;1;;17255;3595;7317;8511;8744;158;90;8263;8353
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;2;;10830;2081;4829;5732;5098;79;43;5610;5653
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;3;;5451;1468;2590;2979;2472;43;17;2919;2936
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;4;;13654;2934;4959;5884;7770;102;56;5726;5782
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;5;;9465;2203;4616;5645;3820;43;66;5536;5602
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;6;;17054;3879;7393;8490;8564;147;83;8260;8343
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;7;;11690;2309;4515;5114;6576;96;67;4951;5018
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;8;;4315;1070;2259;2641;1674;35;23;2583;2606
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;9;;2674;726;1287;1437;1237;21;8;1408;1416
17;Girona;3;Girona;2;Alt Empordà;17093;Llers;1;;935;262;501;564;371;8;7;549;556
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25127;Lles de Cerdanya;1;;229;62;112;144;85;5;2;137;139
8;Barcelona;1;Barcelona;41;Vallès Oriental;08107;Lliçà d'Amunt;1;;12188;2319;4975;5596;6592;83;47;5466;5513
8;Barcelona;1;Barcelona;41;Vallès Oriental;08108;Lliçà de Vall;1;;5243;1581;2704;2822;2421;36;40;2746;2786
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25128;Llimiana;1;;131;37;68;80;51;1;0;79;79
8;Barcelona;1;Barcelona;41;Vallès Oriental;08106;Llinars del Vallès;1;;2663;625;1131;1300;1363;18;9;1273;1282
8;Barcelona;1;Barcelona;41;Vallès Oriental;08106;Llinars del Vallès;2;;4937;1301;2394;2758;2179;46;19;2693;2712
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17094;Llívia;1;;1100;263;477;616;484;22;4;590;594
43;Tarragona;6;Camp de Tarragona;29;Priorat;43072;Lloar, el;1;;91;34;59;69;22;2;2;65;67
25;Lleida;2;Catalunya Central;35;Solsonès;25129;Llobera;1;;157;44;84;96;61;2;2;92;94
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43073;Llorac;1;;80;23;43;56;24;1;1;54;55
43;Tarragona;8;Penedès;12;Baix Penedès;43074;Llorenç del Penedès;1;;1870;480;945;1075;795;14;7;1054;1061
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;1;;4686;798;1654;2069;2617;39;19;2011;2030
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;2;;4081;861;1708;2080;2001;35;8;2037;2045
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;3;;6572;1435;2804;2992;3580;64;33;2895;2928
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;4;;4784;867;1808;2206;2578;54;21;2131;2152
17;Girona;3;Girona;31;Ripollès;17096;Llosses, les;1;;161;49;81;95;66;1;3;91;94
8;Barcelona;2;Catalunya Central;24;Osona;08109;Lluçà;1;;206;82;149;162;44;3;2;157;159
17;Girona;3;Girona;2;Alt Empordà;17102;Maçanet de Cabrenys;1;;571;174;340;386;185;13;1;372;373
17;Girona;3;Girona;34;Selva;17103;Maçanet de la Selva;1;;5237;1047;1820;2143;3094;28;12;2103;2115
17;Girona;3;Girona;20;Gironès;17097;Madremanya;1;;203;86;132;151;52;3;0;148;148
17;Girona;3;Girona;19;Garrotxa;17098;Maià de Montcal;1;;308;102;180;191;117;6;0;185;185
25;Lleida;4;Lleida;33;Segrià;25133;Maials;1;;669;188;334;398;271;6;3;389;392
25;Lleida;4;Lleida;38;Urgell;25130;Maldà;1;;195;65;110;125;70;0;1;124;125
8;Barcelona;1;Barcelona;21;Maresme;08110;Malgrat de Mar;1;;9386;2131;4020;4541;4845;80;45;4416;4461
8;Barcelona;1;Barcelona;21;Maresme;08110;Malgrat de Mar;2;;4429;954;1934;2243;2186;23;27;2193;2220
8;Barcelona;2;Catalunya Central;24;Osona;08111;Malla;1;;220;102;171;189;31;2;5;182;187
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;1;;2092;545;1066;1228;864;21;7;1200;1207
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;2;;4093;1180;1926;2166;1927;21;22;2123;2145
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;3;;4678;979;1920;2200;2478;24;25;2151;2176
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;4;;2038;542;1043;1190;848;17;7;1166;1173
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;1;;1123;277;520;594;529;8;3;583;586
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;2;;15276;3728;7558;8658;6618;80;50;8528;8578
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;3;;4498;989;2040;2319;2179;27;25;2267;2292
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;4;;14899;3633;7288;8291;6608;102;55;8134;8189
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;5;;14623;3133;6116;6887;7736;87;67;6733;6800
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;6;;1453;323;586;648;805;7;10;631;641
43;Tarragona;6;Camp de Tarragona;29;Priorat;43076;Marçà;1;;460;154;264;315;145;3;4;308;312
43;Tarragona;6;Camp de Tarragona;29;Priorat;43075;Margalef;1;;85;45;49;55;30;2;1;52;53
8;Barcelona;2;Catalunya Central;7;Bages;08242;Marganell;1;;226;68;104;135;91;0;0;135;135
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;1;;2784;614;1214;1374;1410;12;9;1353;1362
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;2;;1826;360;702;800;1026;13;5;782;787
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;3;;8072;1919;3586;4030;4042;53;48;3929;3977
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;4;;6279;1624;3113;3524;2755;54;23;3447;3470
8;Barcelona;1;Barcelona;41;Vallès Oriental;08115;Martorelles;1;;3836;850;1593;1900;1936;30;12;1858;1870
17;Girona;3;Girona;2;Alt Empordà;17100;Masarac;1;;197;68;119;131;66;2;1;128;129
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43077;Mas de Barberans;1;;440;111;188;229;211;7;1;221;222
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43078;Masdenverge;1;;858;254;386;480;378;7;9;464;473
8;Barcelona;2;Catalunya Central;24;Osona;08116;Masies de Roda, les;1;;555;224;354;381;174;2;4;375;379
8;Barcelona;2;Catalunya Central;24;Osona;08117;Masies de Voltregà, les;1;;1871;613;1070;1201;670;15;11;1175;1186
8;Barcelona;2;Catalunya Central;24;Osona;08117;Masies de Voltregà, les;2;;646;200;351;383;263;5;5;373;378
43;Tarragona;8;Penedès;12;Baix Penedès;43079;Masllorenç;1;;373;142;229;256;117;8;0;248;248
8;Barcelona;1;Barcelona;21;Maresme;08118;Masnou, el;1;;12587;3015;6491;7536;5051;119;49;7368;7417
8;Barcelona;1;Barcelona;21;Maresme;08118;Masnou, el;2;;5086;1235;2778;3220;1866;49;18;3153;3171
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43080;Masó, la;1;;233;80;152;167;66;4;2;161;163
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43081;Maspujols;1;;634;172;359;419;215;9;7;403;410
8;Barcelona;8;Penedès;6;Anoia;08119;Masquefa;1;;7156;1562;2861;3324;3832;41;35;3248;3283
43;Tarragona;6;Camp de Tarragona;29;Priorat;43082;Masroig, el;1;;345;102;199;246;99;8;2;236;238
25;Lleida;4;Lleida;33;Segrià;25131;Massalcoreig;1;;390;134;208;242;148;18;2;222;224
17;Girona;3;Girona;34;Selva;17101;Massanes;1;;588;165;260;298;290;5;3;290;293
25;Lleida;4;Lleida;32;Segarra;25132;Massoteres;1;;133;37;72;84;49;2;3;79;82
8;Barcelona;1;Barcelona;40;Vallès Occidental;08120;Matadepera;1;;7283;1546;3828;4886;2397;37;51;4798;4849
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;1;;9783;2518;5483;6274;3509;54;47;6173;6220
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;2;;13672;3216;6739;7628;6044;73;58;7497;7555
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;3;;15920;3459;6778;7586;8334;98;61;7427;7488
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;4;;11569;2207;4627;5283;6286;75;49;5159;5208
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;5;;19127;3822;6904;7840;11287;113;65;7662;7727
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;6;;17554;3863;7504;9069;8485;87;71;8911;8982
8;Barcelona;8;Penedès;3;Alt Penedès;08122;Mediona;1;;1772;410;710;846;926;7;9;830;839
25;Lleida;4;Lleida;23;Noguera;25134;Menàrguens;1;;598;186;339;388;210;16;2;370;372
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17099;Meranges;1;;78;33;41;58;20;6;1;51;52
17;Girona;3;Girona;19;Garrotxa;17105;Mieres;1;;269;82;146;171;98;4;9;158;167
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43083;Milà, el;1;;149;51;75;91;58;1;0;90;90
25;Lleida;4;Lleida;27;Pla d'Urgell;25135;Miralcamp;1;;990;216;423;554;436;17;6;531;537
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43084;Miravet;1;;512;150;297;341;171;12;7;322;329
8;Barcelona;2;Catalunya Central;42;Moianès;08138;Moià;1;;4577;944;2142;2603;1974;37;28;2538;2566
43;Tarragona;6;Camp de Tarragona;29;Priorat;43085;Molar, el;1;;230;79;145;165;65;8;1;156;157
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;1;;3740;995;1964;2301;1439;22;14;2265;2279
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;2;;6464;1631;3355;3845;2619;53;37;3755;3792
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;3;;8585;2167;4709;5461;3124;64;36;5361;5397
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;4;;820;218;379;433;387;9;4;420;424
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;1;;8648;1743;3643;4284;4364;102;25;4157;4182
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;1;;8602;1918;3723;4321;4281;65;27;4229;4256
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;2;;11149;2553;5169;5894;5255;107;28;5759;5787
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;3;;17525;3780;7209;8396;9129;139;72;8185;8257
17;Girona;3;Girona;2;Alt Empordà;17106;Mollet de Peralada;1;;144;52;94;104;40;1;0;103;103
17;Girona;3;Girona;31;Ripollès;17107;Molló;1;;271;100;154;186;85;11;2;173;175
25;Lleida;2;Catalunya Central;35;Solsonès;25136;Molsosa, la;1;;95;28;64;67;28;4;0;63;63
8;Barcelona;2;Catalunya Central;42;Moianès;08128;Monistrol de Calders;1;;597;174;312;356;241;4;2;350;352
8;Barcelona;2;Catalunya Central;7;Bages;08127;Monistrol de Montserrat;1;;2280;507;925;1106;1174;21;5;1080;1085
17;Girona;3;Girona;19;Garrotxa;17109;Montagut i Oix;1;;725;217;375;430;295;7;8;415;423
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43086;Montblanc;1;;1010;233;399;484;526;5;7;472;479
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43086;Montblanc;2;;4280;987;1959;2388;1892;46;24;2318;2342
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43088;Montbrió del Camp;1;;2041;497;932;1107;934;17;5;1085;1090
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;1;;4364;1050;1970;2281;2083;39;20;2222;2242
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;2;;4527;855;1875;2192;2335;32;22;2138;2160
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;3;;8518;1719;3730;4319;4199;54;29;4236;4265
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;4;;2541;552;1206;1332;1209;14;9;1309;1318
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;5;;3460;517;1085;1240;2220;20;13;1207;1220
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;6;;2325;474;1087;1205;1120;23;8;1174;1182
8;Barcelona;2;Catalunya Central;14;Berguedà;08130;Montclar;1;;107;12;50;69;38;3;1;65;66
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25139;Montellà i Martinet;1;;487;150;235;306;181;9;8;289;297
8;Barcelona;2;Catalunya Central;24;Osona;08131;Montesquiu;1;;747;206;402;474;273;5;10;459;469
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25140;Montferrer i Castellbò;1;;798;194;375;444;354;7;8;429;437
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43089;Montferri;1;;289;75;130;145;144;1;2;142;144
25;Lleida;4;Lleida;23;Noguera;25138;Montgai;1;;572;202;329;363;209;9;9;345;354
8;Barcelona;1;Barcelona;21;Maresme;08126;Montgat;1;;8926;2129;4023;4786;4140;53;41;4692;4733
8;Barcelona;2;Catalunya Central;14;Berguedà;08132;Montmajor;1;;358;103;180;203;155;8;2;193;195
8;Barcelona;8;Penedès;6;Anoia;08133;Montmaneu;1;;129;39;74;86;43;0;0;86;86
43;Tarragona;8;Penedès;12;Baix Penedès;43090;Montmell, el;1;;1306;234;381;425;881;18;0;407;407
8;Barcelona;1;Barcelona;41;Vallès Oriental;08135;Montmeló;1;;6831;1953;3411;3947;2884;67;50;3830;3880
25;Lleida;4;Lleida;33;Segrià;25142;Montoliu de Lleida;1;;364;130;212;246;118;2;4;240;244
25;Lleida;4;Lleida;32;Segarra;25141;Montoliu de Segarra;1;;155;32;67;87;68;2;2;83;85
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;1;;9766;2117;4300;4898;4868;97;48;4753;4801
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;2;;2073;380;685;771;1302;10;5;756;761
25;Lleida;4;Lleida;32;Segarra;25143;Montornès de Segarra;1;;80;25;43;55;25;2;1;52;53
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43091;Mont-ral;1;;128;39;62;76;52;0;0;76;76
17;Girona;3;Girona;10;Baix Empordà;17110;Mont-ras;1;;1347;397;703;775;572;5;7;763;770
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;1;;7648;1734;2956;3538;4110;52;17;3469;3486
8;Barcelona;1;Barcelona;41;Vallès Oriental;08137;Montseny;1;;285;89;151;197;88;5;0;192;192
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43093;Móra d'Ebre;1;;2834;681;1158;1514;1320;39;13;1462;1475
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43093;Móra d'Ebre;2;;999;223;401;484;515;5;3;476;479
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43094;Móra la Nova;1;;1281;330;600;703;578;23;9;671;680
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43094;Móra la Nova;2;;865;239;398;473;392;13;4;456;460
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43095;Morell, el;1;;2600;668;1265;1406;1194;25;10;1371;1381
43;Tarragona;6;Camp de Tarragona;29;Priorat;43096;Morera de Montsant, la;1;;102;39;58;72;30;2;0;70;70
8;Barcelona;2;Catalunya Central;24;Osona;08129;Muntanyola;1;;504;172;316;355;149;3;6;346;352
8;Barcelona;2;Catalunya Central;7;Bages;08139;Mura;1;;184;58;131;145;39;2;2;141;143
25;Lleida;4;Lleida;38;Urgell;25145;Nalec;1;;74;36;51;60;14;0;0;60;60
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25025;Naut Aran;1;;1417;258;517;725;692;32;7;686;693
8;Barcelona;2;Catalunya Central;7;Bages;08140;Navarcles;1;;4832;1008;2243;2647;2185;36;25;2586;2611
8;Barcelona;2;Catalunya Central;7;Bages;08141;Navàs;1;;4303;1106;2210;2515;1788;20;30;2465;2495
8;Barcelona;2;Catalunya Central;7;Bages;08141;Navàs;2;;214;83;113;134;80;1;3;130;133
17;Girona;3;Girona;2;Alt Empordà;17111;Navata;1;;1007;301;559;651;356;11;5;635;640
25;Lleida;2;Catalunya Central;35;Solsonès;25146;Navès;1;;222;66;117;134;88;7;1;126;127
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;1;;143;77;99;112;31;1;0;111;111
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;1;;409;129;268;289;120;7;3;279;282
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;1;;355;121;211;239;116;2;3;234;237
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;1;;216;74;118;142;74;1;1;140;141
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;1;;2749;731;1321;1506;1243;33;25;1448;1473
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;1;;194;69;109;133;61;2;0;131;131
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;1;;2795;759;1539;1707;1088;32;20;1655;1675
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;1;;1436;423;735;812;624;18;12;782;794
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;1;;17547;3784;7841;9022;8525;154;111;8757;8868
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;1;;1373;421;701;830;543;11;3;816;819
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;1;;166;39;101;118;48;4;1;113;114
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;1;;730;220;403;461;269;11;2;448;450
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;1;;2445;639;1089;1220;1225;21;7;1192;1199
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;1;;968;246;491;570;398;12;6;552;558
17;Girona;3;Girona;19;Garrotxa;17114;Olot;1;;5496;1400;2577;2988;2508;34;23;2931;2954
17;Girona;3;Girona;19;Garrotxa;17114;Olot;2;;6364;1562;2885;3197;3167;52;43;3102;3145
17;Girona;3;Girona;19;Garrotxa;17114;Olot;3;;3562;885;1728;1983;1579;25;15;1943;1958
17;Girona;3;Girona;19;Garrotxa;17114;Olot;4;;2881;567;1056;1197;1684;22;12;1163;1175
17;Girona;3;Girona;19;Garrotxa;17114;Olot;5;;5000;1266;2654;3022;1978;40;27;2955;2982
25;Lleida;4;Lleida;32;Segarra;25152;Oluges, les;1;;148;38;77;92;56;0;2;90;92
8;Barcelona;2;Catalunya Central;14;Berguedà;08144;Olvan;1;;728;206;401;461;267;10;9;442;451
25;Lleida;4;Lleida;18;Garrigues;25153;Omellons, els;1;;181;44;89;103;78;5;6;92;98
25;Lleida;4;Lleida;38;Urgell;25154;Omells de na Gaia, els;1;;115;30;61;73;42;1;0;72;72
17;Girona;3;Girona;2;Alt Empordà;17115;Ordis;1;;278;122;171;200;78;7;4;189;193
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25155;Organyà;1;;596;186;276;359;237;3;4;352;356
8;Barcelona;2;Catalunya Central;24;Osona;08150;Orís;1;;265;87;148;178;87;6;1;171;172
8;Barcelona;2;Catalunya Central;24;Osona;08151;Oristà;1;;449;174;281;300;149;5;2;293;295
8;Barcelona;8;Penedès;6;Anoia;08152;Orpí;1;;115;30;73;84;31;0;0;84;84
8;Barcelona;1;Barcelona;21;Maresme;08153;Òrrius;1;;593;209;360;420;173;4;3;413;416
25;Lleida;4;Lleida;23;Noguera;25156;Os de Balaguer;1;;783;231;421;493;290;2;9;482;491
17;Girona;3;Girona;34;Selva;17116;Osor;1;;349;128;210;226;123;4;3;219;222
25;Lleida;4;Lleida;38;Urgell;25157;Ossó de Sió;1;;159;43;92;105;54;0;5;100;105
8;Barcelona;8;Penedès;3;Alt Penedès;08154;Pacs del Penedès;1;;699;223;403;444;255;7;3;434;437
8;Barcelona;1;Barcelona;21;Maresme;08155;Palafolls;1;;7180;1706;3146;3698;3482;70;53;3575;3628
17;Girona;3;Girona;10;Baix Empordà;17117;Palafrugell;1;;6381;1270;2599;2967;3414;62;33;2872;2905
17;Girona;3;Girona;10;Baix Empordà;17117;Palafrugell;2;;4753;968;1982;2268;2485;27;16;2225;2241
17;Girona;3;Girona;10;Baix Empordà;17117;Palafrugell;3;;3455;745;1503;1696;1759;33;10;1653;1663
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;1;;4425;1114;1906;2300;2125;44;26;2230;2256
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;2;;2234;593;990;1196;1038;13;4;1179;1183
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;3;;4039;913;1657;1906;2133;41;17;1848;1865
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;4;;2428;475;916;1089;1339;23;10;1056;1066
25;Lleida;4;Lleida;27;Pla d'Urgell;25158;Palau d'Anglesola, el;1;;1613;354;867;998;615;11;21;966;987
17;Girona;3;Girona;2;Alt Empordà;17119;Palau de Santa Eulàlia;1;;82;33;49;63;19;0;5;58;63
17;Girona;3;Girona;10;Baix Empordà;17121;Palau-sator;1;;223;89;143;156;67;1;0;155;155
17;Girona;3;Girona;2;Alt Empordà;17120;Palau-saverdera;1;;836;230;437;481;355;14;3;464;467
8;Barcelona;1;Barcelona;40;Vallès Occidental;08156;Palau-solità i Plegamans;1;;11317;2633;5476;6222;5095;99;35;6088;6123
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43100;Pallaresos, els;1;;3597;696;1561;1960;1637;53;13;1894;1907
8;Barcelona;1;Barcelona;11;Baix Llobregat;08157;Pallejà;1;;8669;1931;4435;5052;3617;60;42;4950;4992
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43099;Palma d'Ebre, la;1;;274;99;173;194;80;1;0;193;193
8;Barcelona;1;Barcelona;11;Baix Llobregat;08905;Palma de Cervelló, la;1;;2346;677;1297;1516;830;29;9;1478;1487
17;Girona;3;Girona;28;Pla de l'Estany;17123;Palol de Revardit;1;;335;121;244;254;81;15;0;239;239
17;Girona;3;Girona;10;Baix Empordà;17124;Pals;1;;1638;533;871;1007;631;20;7;980;987
8;Barcelona;1;Barcelona;11;Baix Llobregat;08158;Papiol, el;1;;3160;666;1567;1791;1369;18;25;1748;1773
17;Girona;3;Girona;31;Ripollès;17125;Pardines;1;;132;43;65;84;48;2;2;80;82
8;Barcelona;1;Barcelona;41;Vallès Oriental;08159;Parets del Vallès;1;;4873;1019;2134;2539;2334;38;15;2486;2501
8;Barcelona;1;Barcelona;41;Vallès Oriental;08159;Parets del Vallès;2;;9429;2209;4329;4991;4438;68;34;4889;4923
17;Girona;3;Girona;10;Baix Empordà;17126;Parlavà;1;;326;152;218;253;73;2;2;249;251
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43101;Passanant i Belltall;1;;143;61;84;93;50;2;3;88;91
17;Girona;3;Girona;2;Alt Empordà;17128;Pau;1;;335;130;196;226;109;7;1;218;219
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43102;Paüls;1;;448;135;211;255;193;4;5;246;251
17;Girona;3;Girona;2;Alt Empordà;17129;Pedret i Marzà;1;;138;47;79;97;41;2;1;94;95
25;Lleida;4;Lleida;23;Noguera;25164;Penelles;1;;355;119;194;214;141;5;0;209;209
17;Girona;3;Girona;10;Baix Empordà;17130;Pera, la;1;;333;88;222;248;85;2;6;240;246
8;Barcelona;2;Catalunya Central;24;Osona;08160;Perafita;1;;329;120;180;210;119;7;3;200;203
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43103;Perafort;1;;934;237;446;513;421;17;2;494;496
17;Girona;3;Girona;2;Alt Empordà;17132;Peralada;1;;1389;457;800;919;470;17;14;888;902
